block_group_id,income,k12_pop,poverty_rate,total_pop,%Christian,%first_gen,state,county,lat,lon
421010073003,85042,50,0.0,432,36.3,35.0,42,101,39.94519118328939,-75.22196034331999
421010073004,68750,108,0.0,1395,36.3,35.0,42,101,39.946309416756314,-75.22583659714194
421010074001,-666666666,0,0.0,688,36.3,35.0,42,101,39.94372609455954,-75.21012116055071
421010074002,-666666666,11,0.0,296,36.3,35.0,42,101,39.94162173652272,-75.21175673391303
421010074003,62692,74,0.0,600,36.3,35.0,42,101,39.9410924690592,-75.21518039754197
421010074004,45325,745,0.0,1743,36.3,35.0,42,101,39.940854329780535,-75.21813733585851
421010074005,-666666666,37,0.0,628,36.3,35.0,42,101,39.93792885158511,-75.21529631912736
421010077001,43629,81,0.0,1218,36.3,35.0,42,101,39.94820811293596,-75.20866181227146
421010077002,62394,16,0.0,597,36.3,35.0,42,101,39.944546789872746,-75.20786579406251
421010078001,64231,56,0.0,1074,36.3,35.0,42,101,39.94545988467865,-75.21329828796014
421010078002,77563,69,0.0,696,36.3,35.0,42,101,39.94514413615957,-75.21638601545881
421010078003,45125,4,0.0,551,36.3,35.0,42,101,39.9463761091106,-75.2203433220513
421010078004,127500,32,0.0,510,36.3,35.0,42,101,39.94717822765635,-75.21797372565342
421010078005,57747,125,0.0,1360,36.3,35.0,42,101,39.94779874255394,-75.21404258543791
421010079001,83194,101,0.0,807,36.3,35.0,42,101,39.951421549426534,-75.21553682760323
421010079002,115956,123,0.0,862,36.3,35.0,42,101,39.94969458793663,-75.2162711238373
421010079003,52857,33,0.0,987,36.3,35.0,42,101,39.94933188636746,-75.22117120970563
421010079004,84444,180,0.0,1296,36.3,35.0,42,101,39.95165742881606,-75.22055384246973
421010080001,72188,17,0.0,979,36.3,35.0,42,101,39.95175012450125,-75.22457033418837
421010080002,97033,49,0.0,782,36.3,35.0,42,101,39.949005776055174,-75.22522696440441
421010080003,67985,15,0.0,574,36.3,35.0,42,101,39.94886394296737,-75.22919801371883
421010080004,26766,331,0.0,1532,36.3,35.0,42,101,39.95184755547303,-75.22851196720356
421010081011,47750,318,0.0,1283,36.3,35.0,42,101,39.94851321121786,-75.23354932949911
421010081012,48927,259,0.0,1836,36.3,35.0,42,101,39.94826825333162,-75.23766299739782
421010081021,50273,302,0.0,1156,36.3,35.0,42,101,39.950945143362745,-75.23698463185919
421010081022,56454,116,0.0,491,36.3,35.0,42,101,39.95044029101472,-75.23290385666138
421010081023,27717,155,0.0,1165,36.3,35.0,42,101,39.952718994796975,-75.23242773802292
421010081024,51202,299,0.0,2090,36.3,35.0,42,101,39.95322985896188,-75.23650447040033
421010082001,-666666666,104,0.0,771,36.3,35.0,42,101,39.95112299889225,-75.24105716307217
421010082002,33394,134,0.0,634,36.3,35.0,42,101,39.949154882535936,-75.2412749031463
421010082003,61776,156,0.0,1549,36.3,35.0,42,101,39.94708840647269,-75.24184017853344
421010082004,-666666666,0,0.0,216,36.3,35.0,42,101,39.94527743071034,-75.24454517239334
421010082005,-666666666,545,0.0,1121,36.3,35.0,42,101,39.94993473652189,-75.24813438779704
421010082006,-666666666,554,0.0,2375,36.3,35.0,42,101,39.94826580951083,-75.24660751802841
421010082007,18372,73,0.0,837,36.3,35.0,42,101,39.950545222162475,-75.2462215005783
421010083011,45000,48,0.0,777,36.3,35.0,42,101,39.9602456330284,-75.24662941857362
421010083012,31923,225,0.0,1881,36.3,35.0,42,101,39.957961146950844,-75.24568428259899
421010083013,40639,129,0.0,1453,36.3,35.0,42,101,39.9548113448433,-75.24706018830145
421010083021,34370,193,0.0,1110,36.3,35.0,42,101,39.95308304423839,-75.24160165165226
421010083022,-666666666,389,0.0,2012,36.3,35.0,42,101,39.95986838883197,-75.24119657345341
421010083023,13958,210,0.0,750,36.3,35.0,42,101,39.95663716715072,-75.24186916490795
421010083024,30164,111,0.0,972,36.3,35.0,42,101,39.95461396797788,-75.24128276575375
421010084001,48333,309,0.0,1067,36.3,35.0,42,101,39.95595052849322,-75.23347675017008
